Date,Yield
2016-12-22,1.82
2016-12-23,1.797
2016-12-27,1.797
2016-12-28,1.736
2016-12-29,1.715
2016-12-30,1.714
2017-01-03,1.741
2017-01-04,1.711
2017-01-05,1.659
2017-01-06,1.728
2017-01-09,1.68
2017-01-10,1.682
2017-01-11,1.683
2017-01-12,1.667
2017-01-13,1.715
2017-01-15,1.715
2017-01-16,1.695
2017-01-17,1.668
2017-01-18,1.708
2017-01-19,1.761
2017-01-20,1.75
2017-01-23,1.681
2017-01-24,1.759
2017-01-25,1.823
2017-01-26,1.819
2017-01-27,1.777
2017-01-30,1.784
2017-01-31,1.758
2017-02-01,1.761
2017-02-02,1.764
2017-02-03,1.762
2017-02-05,1.762
2017-02-06,1.701
2017-02-07,1.69
2017-02-08,1.619
2017-02-09,1.68
2017-02-10,1.693
2017-02-13,1.732
2017-02-14,1.765
2017-02-15,1.785
2017-02-16,1.744
2017-02-17,1.711
2017-02-19,1.706
2017-02-21,1.721
2017-02-22,1.716
2017-02-23,1.668
2017-02-24,1.603
2017-02-27,1.647
2017-02-28,1.634
2017-03-01,1.688
2017-03-02,1.695
2017-03-03,1.7
2017-03-06,1.709
2017-03-07,1.738
2017-03-08,1.776
2017-03-09,1.813
2017-03-10,1.809
2017-03-13,1.87
2017-03-14,1.835
2017-03-15,1.762
2017-03-16,1.804
2017-03-17,1.76
2017-03-18,1.76
2017-03-20,1.727
2017-03-21,1.702
2017-03-22,1.682
2017-03-23,1.688
2017-03-24,1.641
2017-03-26,1.641
2017-03-27,1.606
2017-03-28,1.627
2017-03-29,1.593
2017-03-30,1.638
2017-03-31,1.624
2017-04-03,1.567
2017-04-04,1.582
2017-04-05,1.561
2017-04-06,1.553
2017-04-07,1.594
2017-04-10,1.599
2017-04-11,1.545
2017-04-12,1.506
2017-04-13,1.494
2017-04-15,1.494
2017-04-17,1.516
2017-04-18,1.434
2017-04-19,1.466
2017-04-20,1.483
2017-04-21,1.467
2017-04-22,1.467
2017-04-23,1.461
2017-04-24,1.488
2017-04-25,1.521
2017-04-26,1.478
2017-04-27,1.576
2017-04-28,1.55
2017-04-30,1.55
2017-05-01,1.577
2017-05-02,1.516
2017-05-03,1.545
2017-05-04,1.538
2017-05-05,1.543
2017-05-07,1.543
2017-05-08,1.59
2017-05-09,1.621
2017-05-10,1.638
2017-05-11,1.605
2017-05-12,1.572
2017-05-15,1.595
2017-05-16,1.57
2017-05-17,1.456
2017-05-18,1.445
2017-05-19,1.471
2017-05-20,1.471
2017-05-23,1.511
2017-05-24,1.48
2017-05-25,1.462
2017-05-26,1.443
2017-05-29,1.41
2017-05-30,1.415
2017-05-31,1.416
2017-06-01,1.426
2017-06-02,1.401
2017-06-05,1.413
2017-06-06,1.394
2017-06-07,1.409
2017-06-08,1.42
2017-06-09,1.423
2017-06-12,1.488
2017-06-13,1.561
2017-06-14,1.49
2017-06-15,1.528
2017-06-16,1.523
2017-06-19,1.54
2017-06-20,1.5
2017-06-21,1.49
2017-06-22,1.5
2017-06-23,1.475
2017-06-24,1.475
2017-06-25,1.475
2017-06-26,1.464
2017-06-27,1.57
2017-06-28,1.624
2017-06-29,1.706
2017-06-30,1.762
2017-07-01,1.762
2017-07-02,1.762
2017-07-04,1.839
2017-07-05,1.792
2017-07-06,1.834
2017-07-07,1.879
2017-07-10,1.893
2017-07-11,1.856
2017-07-12,1.877
2017-07-13,1.91
2017-07-14,1.895
2017-07-16,1.892
2017-07-17,1.894
2017-07-18,1.858
2017-07-19,1.896
2017-07-20,1.882
2017-07-21,1.885
2017-07-24,1.924
2017-07-25,2.018
2017-07-26,1.968
2017-07-27,1.996
2017-07-28,2.028
2017-07-31,2.056
2017-08-01,1.957
2017-08-02,1.94
2017-08-03,1.893
2017-08-04,1.921
2017-08-06,1.921
2017-08-07,1.921
2017-08-08,1.936
2017-08-09,1.908
2017-08-10,1.852
2017-08-11,1.852
2017-08-14,1.877
2017-08-15,1.907
2017-08-16,1.871
2017-08-17,1.848
2017-08-18,1.871
2017-08-21,1.881
2017-08-22,1.92
2017-08-23,1.881
2017-08-24,1.887
2017-08-25,1.874
2017-08-27,1.873
2017-08-28,1.867
2017-08-29,1.838
2017-08-30,1.836
2017-08-31,1.849
2017-09-01,1.916
2017-09-03,1.918
2017-09-05,1.86
2017-09-06,1.944
2017-09-07,1.939
2017-09-08,1.983
2017-09-10,1.986
2017-09-11,2.025
2017-09-12,2.043
2017-09-13,2.069
2017-09-14,2.058
2017-09-15,2.091
2017-09-18,2.081
2017-09-19,2.094
2017-09-20,2.105
2017-09-21,2.109
2017-09-22,2.112
2017-09-25,2.095
2017-09-26,2.113
2017-09-27,2.134
2017-09-28,2.13
2017-09-29,2.098
2017-10-02,2.128
2017-10-03,2.113
2017-10-04,2.119
2017-10-05,2.103
2017-10-06,2.127
2017-10-10,2.124
2017-10-11,2.111
2017-10-12,2.081
2017-10-13,2.037
2017-10-16,2.03
2017-10-17,2.016
2017-10-18,2.037
2017-10-19,2.012
2017-10-20,2.029
2017-10-22,2.03
2017-10-23,2.022
2017-10-24,2.065
2017-10-25,2.046
2017-10-26,2.033
2017-10-27,1.988
2017-10-29,1.988
2017-10-30,1.956
2017-10-31,1.952
2017-11-01,1.974
2017-11-02,1.958
2017-11-03,1.957
2017-11-06,1.927
2017-11-07,1.893
2017-11-08,1.924
2017-11-09,1.937
2017-11-10,1.97
2017-11-14,1.949
2017-11-15,1.911
2017-11-16,1.971
2017-11-17,1.939
2017-11-18,1.939
2017-11-20,1.955
2017-11-21,1.919
2017-11-22,1.904
2017-11-23,1.893
2017-11-24,1.889
2017-11-26,1.886
2017-11-27,1.866
2017-11-28,1.841
2017-11-29,1.882
2017-11-30,1.885
2017-12-01,1.908
2017-12-02,1.908
2017-12-04,1.924
2017-12-05,1.893
2017-12-06,1.857
2017-12-07,1.855
2017-12-08,1.861
2017-12-09,1.861
2017-12-11,1.862
2017-12-12,1.866
2017-12-13,1.843
2017-12-14,1.855
2017-12-15,1.836
2017-12-16,1.836
2017-12-18,1.859
2017-12-19,1.934
2017-12-20,1.991
2017-12-21,2.028
2017-12-22,2.026
2017-12-27,1.978
2017-12-28,2.031
2017-12-29,2.042
2018-01-02,2.081
2018-01-03,2.051
2018-01-04,2.082
2018-01-05,2.156
2018-01-06,2.156
2018-01-08,2.156
2018-01-09,2.205
2018-01-10,2.163
2018-01-11,2.166
2018-01-12,2.176
2018-01-15,2.19
2018-01-16,2.171
2018-01-17,2.204
2018-01-18,2.223
2018-01-19,2.243
2018-01-20,2.243
2018-01-22,2.239
2018-01-23,2.229
2018-01-24,2.263
2018-01-25,2.243
2018-01-26,2.264
2018-01-27,2.266
2018-01-29,2.28
2018-01-30,2.294
2018-01-31,2.289
2018-02-01,2.364
2018-02-02,2.362
2018-02-04,2.366
2018-02-05,2.292
2018-02-06,2.364
2018-02-07,2.373
2018-02-08,2.373
2018-02-09,2.353
2018-02-10,2.353
2018-02-12,2.344
2018-02-13,2.323
2018-02-14,2.372
2018-02-15,2.376
2018-02-16,2.319
2018-02-18,2.319
2018-02-20,2.324
2018-02-21,2.354
2018-02-22,2.299
2018-02-23,2.247
2018-02-26,2.254
2018-02-27,2.272
2018-02-28,2.233
2018-03-01,2.176
2018-03-02,2.199
2018-03-03,2.202
2018-03-05,2.195
2018-03-06,2.232
2018-03-07,2.239
2018-03-08,2.227
2018-03-09,2.271
2018-03-12,2.239
2018-03-13,2.204
2018-03-14,2.16
2018-03-15,2.145
2018-03-16,2.139
2018-03-19,2.169
2018-03-20,2.213
2018-03-21,2.259
2018-03-22,2.178
2018-03-23,2.194
2018-03-26,2.233
2018-03-27,2.144
2018-03-28,2.122
2018-03-29,2.092
2018-04-02,2.114
2018-04-03,2.146
2018-04-04,2.174
2018-04-05,2.182
2018-04-06,2.144
2018-04-09,2.141
2018-04-10,2.184
2018-04-11,2.202
2018-04-12,2.285
2018-04-13,2.24
2018-04-15,2.244
2018-04-16,2.274
2018-04-17,2.25
2018-04-18,2.286
2018-04-19,2.32
2018-04-20,2.339
2018-04-22,2.339
2018-04-23,2.355
2018-04-24,2.355
2018-04-25,2.372
2018-04-26,2.351
2018-04-27,2.321
2018-04-30,2.307
2018-05-01,2.341
2018-05-02,2.363
2018-05-03,2.325
2018-05-04,2.328
2018-05-07,2.327
2018-05-08,2.353
2018-05-09,2.394
2018-05-10,2.396
2018-05-11,2.378
2018-05-14,2.425
2018-05-15,2.484
2018-05-16,2.501
2018-05-17,2.52
2018-05-18,2.486
2018-05-20,2.486
2018-05-22,2.499
2018-05-23,2.443
2018-05-24,2.413
2018-05-25,2.347
2018-05-28,2.305
2018-05-29,2.19
2018-05-30,2.265
2018-05-31,2.246
2018-06-01,2.247
2018-06-04,2.277
2018-06-05,2.253
2018-06-06,2.308
2018-06-07,2.284
2018-06-08,2.323
2018-06-11,2.306
2018-06-12,2.298
2018-06-13,2.317
2018-06-14,2.27
2018-06-15,2.218
2018-06-18,2.202
2018-06-19,2.162
2018-06-20,2.184
2018-06-21,2.14
2018-06-22,2.124
2018-06-25,2.095
2018-06-26,2.105
2018-06-27,2.094
2018-06-28,2.134
2018-06-29,2.167
2018-07-03,2.138
2018-07-04,2.163
2018-07-05,2.146
2018-07-06,2.129
2018-07-09,2.169
2018-07-10,2.15
2018-07-11,2.151
2018-07-12,2.15
2018-07-13,2.133
2018-07-16,2.138
2018-07-17,2.123
2018-07-18,2.149
2018-07-19,2.109
2018-07-20,2.175
2018-07-23,2.222
2018-07-24,2.225
2018-07-25,2.296
2018-07-26,2.292
2018-07-27,2.296
2018-07-30,2.299
2018-07-31,2.311
2018-08-01,2.369
2018-08-02,2.367
2018-08-03,2.353
2018-08-07,2.371
2018-08-08,2.36
2018-08-09,2.334
2018-08-10,2.302
2018-08-13,2.302
2018-08-14,2.32
2018-08-15,2.269
2018-08-16,2.256
2018-08-17,2.268
2018-08-20,2.252
2018-08-21,2.258
2018-08-22,2.258
2018-08-23,2.26
2018-08-24,2.259
2018-08-27,2.298
2018-08-28,2.321
2018-08-29,2.321
2018-08-30,2.272
2018-08-31,2.228
2018-09-04,2.235
2018-09-05,2.241
2018-09-06,2.232
2018-09-07,2.288
2018-09-10,2.286
2018-09-11,2.339
2018-09-12,2.335
2018-09-13,2.327
2018-09-14,2.345
2018-09-17,2.342
2018-09-18,2.388
2018-09-19,2.421
2018-09-20,2.421
2018-09-21,2.43
2018-09-24,2.45
2018-09-25,2.46
2018-09-26,2.416
2018-09-27,2.423
2018-09-28,2.427
2018-10-01,2.506
2018-10-02,2.464
2018-10-03,2.551
2018-10-04,2.559
2018-10-05,2.601
2018-10-09,2.57
2018-10-10,2.535
2018-10-11,2.502
2018-10-12,2.499
2018-10-15,2.502
2018-10-16,2.502
2018-10-17,2.524
2018-10-18,2.499
2018-10-19,2.5
2018-10-22,2.485
2018-10-23,2.449
2018-10-24,2.442
2018-10-25,2.452
2018-10-26,2.394
2018-10-29,2.396
2018-10-30,2.454
2018-10-31,2.493
2018-11-01,2.481
2018-11-02,2.534
2018-11-05,2.517
2018-11-06,2.534
2018-11-07,2.538
2018-11-08,2.545
2018-11-09,2.507
2018-11-13,2.457
2018-11-14,2.436
2018-11-15,2.389
2018-11-16,2.363
2018-11-19,2.357
2018-11-20,2.35
2018-11-21,2.361
2018-11-22,2.369
2018-11-23,2.339
2018-11-26,2.354
2018-11-27,2.338
2018-11-28,2.328
2018-11-29,2.304
2018-11-30,2.268
2018-12-03,2.236
2018-12-04,2.171
2018-12-05,2.135
2018-12-06,2.092
2018-12-07,2.075
2018-12-10,2.06
2018-12-11,2.081
2018-12-12,2.134
2018-12-13,2.159
2018-12-14,2.101
2018-12-17,2.042
2018-12-18,2.015
2018-12-19,1.961
2018-12-20,2.014
2018-12-21,2.027
2018-12-24,1.981
2018-12-27,1.994
2018-12-28,1.956
2018-12-31,1.965
2019-01-02,1.902
2019-01-03,1.824
2019-01-04,1.93
2019-01-07,1.957
2019-01-08,1.968
2019-01-09,1.978
2019-01-10,1.986
2019-01-11,1.959
2019-01-14,1.964
2019-01-15,1.971
2019-01-16,1.995
2019-01-17,1.998
2019-01-18,2.036
2019-01-21,2.018
2019-01-22,1.97
2019-01-23,1.97
2019-01-24,1.932
2019-01-25,1.977
2019-01-28,1.963
2019-01-29,1.941
2019-01-30,1.913
2019-01-31,1.879
2019-02-01,1.959
2019-02-04,1.963
2019-02-05,1.939
2019-02-06,1.924
2019-02-07,1.877
2019-02-08,1.881
2019-02-11,1.903
2019-02-12,1.918
2019-02-13,1.935
2019-02-14,1.876
2019-02-15,1.895
2019-02-19,1.89
2019-02-20,1.895
2019-02-21,1.924
2019-02-22,1.891
2019-02-25,1.895
2019-02-26,1.866
2019-02-27,1.915
2019-02-28,1.943
2019-03-01,1.938
2019-03-04,1.896
2019-03-05,1.88
2019-03-06,1.827
2019-03-07,1.763
2019-03-08,1.765
2019-03-11,1.755
2019-03-12,1.738
2019-03-13,1.766
2019-03-14,1.757
2019-03-15,1.716
2019-03-18,1.716
2019-03-19,1.728
2019-03-20,1.667
2019-03-21,1.668
2019-03-22,1.597
2019-03-25,1.55
2019-03-26,1.576
2019-03-27,1.532
2019-03-28,1.563
2019-03-29,1.617
2019-04-01,1.703
2019-04-02,1.667
2019-04-03,1.711
2019-04-04,1.7
2019-04-05,1.7
2019-04-08,1.735
2019-04-09,1.73
2019-04-10,1.682
2019-04-11,1.721
2019-04-12,1.783
2019-04-15,1.756
2019-04-16,1.783
2019-04-17,1.802
2019-04-18,1.766
2019-04-22,1.787
2019-04-23,1.75
2019-04-24,1.676
2019-04-25,1.705
2019-04-26,1.687
2019-04-29,1.723
2019-04-30,1.712
2019-05-01,1.703
2019-05-02,1.762
2019-05-03,1.765
2019-05-06,1.736
2019-05-07,1.685
2019-05-08,1.707
2019-05-09,1.68
2019-05-10,1.733
2019-05-13,1.665
2019-05-14,1.692
2019-05-15,1.668
2019-05-16,1.679
2019-05-17,1.689
2019-05-21,1.762
2019-05-22,1.716
2019-05-23,1.641
2019-05-24,1.614
2019-05-27,1.6
2019-05-28,1.575
2019-05-29,1.58
2019-05-30,1.552
2019-05-31,1.488
2019-06-03,1.419
2019-06-04,1.476
2019-06-05,1.448
2019-06-06,1.459
2019-06-07,1.462
2019-06-10,1.522
2019-06-11,1.527
2019-06-12,1.497
2019-06-13,1.45
2019-06-14,1.435
2019-06-17,1.454
2019-06-18,1.424
2019-06-19,1.424
2019-06-20,1.467
2019-06-21,1.484
2019-06-24,1.461
2019-06-25,1.436
2019-06-26,1.502
2019-06-27,1.474
2019-06-28,1.466
2019-07-02,1.467
2019-07-03,1.456
2019-07-04,1.47
2019-07-05,1.571
2019-07-08,1.58
2019-07-09,1.584
2019-07-10,1.586
2019-07-11,1.63
2019-07-12,1.609
2019-07-15,1.592
2019-07-16,1.586
2019-07-17,1.528
2019-07-18,1.5
2019-07-19,1.509
2019-07-22,1.486
2019-07-23,1.497
2019-07-24,1.444
2019-07-25,1.467
2019-07-26,1.466
2019-07-29,1.476
2019-07-30,1.494
2019-07-31,1.478
2019-08-01,1.397
2019-08-02,1.376
2019-08-06,1.238
2019-08-07,1.244
2019-08-08,1.244
2019-08-09,1.273
2019-08-12,1.2
2019-08-13,1.243
2019-08-14,1.145
2019-08-15,1.104
2019-08-16,1.164
2019-08-19,1.188
2019-08-20,1.159
2019-08-21,1.223
2019-08-22,1.29
2019-08-23,1.172
2019-08-26,1.215
2019-08-27,1.125
2019-08-28,1.123
2019-08-29,1.149
2019-08-30,1.164
2019-09-03,1.114
2019-09-04,1.135
2019-09-05,1.266
2019-09-06,1.282
2019-09-09,1.351
2019-09-10,1.428
2019-09-11,1.426
2019-09-12,1.449
2019-09-13,1.512
2019-09-16,1.482
2019-09-17,1.449
2019-09-18,1.438
2019-09-19,1.437
2019-09-20,1.387
2019-09-23,1.376
2019-09-24,1.308
2019-09-25,1.405
2019-09-26,1.36
2019-09-27,1.358
2019-09-30,1.361
2019-10-01,1.353
2019-10-02,1.307
2019-10-03,1.251
2019-10-04,1.234
2019-10-07,1.299
2019-10-08,1.279
2019-10-09,1.312
2019-10-10,1.412
2019-10-11,1.519
2019-10-15,1.564
2019-10-16,1.548
2019-10-17,1.561
2019-10-18,1.545
2019-10-21,1.565
2019-10-22,1.52
2019-10-23,1.519
2019-10-24,1.524
2019-10-25,1.539
2019-10-28,1.628
2019-10-29,1.603
2019-10-30,1.451
2019-10-31,1.412
2019-11-01,1.444
2019-11-04,1.527
2019-11-05,1.608
2019-11-06,1.54
2019-11-07,1.616
2019-11-08,1.581
2019-11-12,1.611
2019-11-13,1.552
2019-11-14,1.464
2019-11-15,1.482
2019-11-18,1.487
2019-11-19,1.445
2019-11-20,1.432
2019-11-21,1.478
2019-11-22,1.473
2019-11-25,1.462
2019-11-26,1.441
2019-11-27,1.475
2019-11-28,1.468
2019-11-29,1.462
2019-12-02,1.534
2019-12-03,1.448
2019-12-04,1.544
2019-12-05,1.614
2019-12-06,1.579
2019-12-09,1.585
2019-12-10,1.6
2019-12-11,1.582
2019-12-12,1.671
2019-12-13,1.579
2019-12-16,1.633
2019-12-17,1.634
2019-12-18,1.692
2019-12-19,1.661
2019-12-20,1.614
2019-12-23,1.633
2019-12-24,1.613
2019-12-27,1.599
2019-12-30,1.64
2019-12-31,1.704
2020-01-02,1.624
2020-01-03,1.536
2020-01-06,1.588
2020-01-07,1.583
2020-01-08,1.633
2020-01-09,1.605
2020-01-10,1.588
2020-01-13,1.611
2020-01-14,1.586
2020-01-15,1.536
2020-01-16,1.554
2020-01-17,1.562
2020-01-20,1.566
2020-01-21,1.517
2020-01-22,1.451
2020-01-23,1.414
2020-01-24,1.362
2020-01-27,1.304
2020-01-28,1.375
2020-01-29,1.31
2020-01-30,1.33
2020-01-31,1.276
2020-02-03,1.258
2020-02-04,1.335
2020-02-05,1.389
2020-02-06,1.369
2020-02-07,1.33
2020-02-10,1.313
2020-02-11,1.359
2020-02-12,1.396
2020-02-13,1.394
2020-02-14,1.364
2020-02-18,1.329
2020-02-19,1.359
2020-02-20,1.306
2020-02-21,1.281
2020-02-24,1.2
2020-02-25,1.214
2020-02-26,1.22
2020-02-27,1.147
2020-02-28,1.128
2020-03-02,1.102
2020-03-03,0.964
2020-03-04,1.02
2020-03-05,0.841
2020-03-06,0.724
2020-03-09,0.534
2020-03-10,0.665
2020-03-11,0.656
2020-03-12,0.593
2020-03-13,0.847
2020-03-16,0.782
2020-03-17,0.956
2020-03-18,1.045
2020-03-19,1.002
2020-03-20,0.866
2020-03-23,0.818
2020-03-24,0.871
2020-03-25,0.9
2020-03-26,0.842
2020-03-27,0.736
2020-03-30,0.779
2020-03-31,0.697
2020-04-01,0.609
2020-04-02,0.649
2020-04-03,0.713
2020-04-06,0.764
2020-04-07,0.821
2020-04-08,0.812
2020-04-09,0.76
2020-04-13,0.751
2020-04-14,0.758
2020-04-15,0.642
2020-04-16,0.611
2020-04-17,0.644
2020-04-20,0.639
2020-04-21,0.582
2020-04-22,0.616
2020-04-23,0.6
2020-04-24,0.582
2020-04-27,0.624
2020-04-28,0.575
2020-04-29,0.566
2020-04-30,0.548
2020-05-01,0.525
2020-05-04,0.573
2020-05-05,0.573
2020-05-06,0.614
2020-05-07,0.549
2020-05-08,0.583
2020-05-11,0.591
2020-05-12,0.545
2020-05-13,0.546
2020-05-14,0.533
2020-05-15,0.542
2020-05-19,0.592
2020-05-20,0.569
2020-05-21,0.548
2020-05-22,0.507
2020-05-25,0.489
2020-05-26,0.551
2020-05-27,0.548
2020-05-28,0.56
2020-05-29,0.54
2020-06-01,0.533
2020-06-02,0.543
2020-06-03,0.619
2020-06-04,0.679
2020-06-05,0.727
2020-06-08,0.677
2020-06-09,0.633
2020-06-10,0.567
2020-06-11,0.519
2020-06-12,0.534
2020-06-15,0.518
2020-06-16,0.552
2020-06-17,0.541
2020-06-18,0.525
2020-06-19,0.535
2020-06-22,0.545
2020-06-23,0.546
2020-06-24,0.545
2020-06-25,0.531
2020-06-26,0.508
2020-06-29,0.509
2020-06-30,0.527
2020-07-02,0.56
2020-07-03,0.557
2020-07-06,0.547
2020-07-07,0.512
2020-07-08,0.577
2020-07-09,0.534
2020-07-10,0.549
2020-07-13,0.536
2020-07-14,0.536
2020-07-15,0.541
2020-07-16,0.511
2020-07-17,0.532
2020-07-20,0.514
2020-07-21,0.518
2020-07-22,0.51
2020-07-23,0.503
2020-07-24,0.507
2020-07-27,0.523
2020-07-28,0.476
2020-07-29,0.479
2020-07-30,0.447
2020-07-31,0.468
2020-08-04,0.435
2020-08-05,0.503
2020-08-06,0.462
2020-08-07,0.479
2020-08-10,0.495
2020-08-11,0.575
2020-08-12,0.612
2020-08-13,0.639
2020-08-14,0.613
2020-08-17,0.584
2020-08-18,0.565
2020-08-19,0.582
2020-08-20,0.562
2020-08-21,0.538
2020-08-24,0.561
2020-08-25,0.597
2020-08-26,0.61
2020-08-27,0.668
2020-08-28,0.633
2020-08-31,0.624
2020-09-01,0.577
2020-09-02,0.551
2020-09-03,0.539
2020-09-04,0.597
2020-09-08,0.566
2020-09-09,0.596
2020-09-10,0.564
2020-09-11,0.549
2020-09-14,0.555
2020-09-15,0.557
2020-09-16,0.574
2020-09-17,0.573
2020-09-18,0.581
2020-09-21,0.553
2020-09-22,0.559
2020-09-23,0.556
2020-09-24,0.557
2020-09-25,0.543
2020-09-28,0.549
2020-09-29,0.536
2020-09-30,0.566
2020-10-01,0.552
2020-10-02,0.568
2020-10-05,0.625
2020-10-06,0.562
2020-10-07,0.624
2020-10-08,0.623
2020-10-09,0.629
2020-10-13,0.589
2020-10-14,0.581
2020-10-15,0.572
2020-10-16,0.577
2020-10-19,0.596
2020-10-20,0.606
2020-10-21,0.622
2020-10-22,0.664
2020-10-23,0.643
2020-10-26,0.628
2020-10-27,0.597
2020-10-28,0.596
2020-10-29,0.632
2020-10-30,0.667
2020-11-02,0.639
2020-11-03,0.691
2020-11-04,0.612
2020-11-05,0.614
2020-11-06,0.649
2020-11-09,0.747
2020-11-10,0.773
2020-11-12,0.724
2020-11-13,0.728
2020-11-16,0.738
2020-11-17,0.687
2020-11-18,0.707
2020-11-19,0.673
2020-11-20,0.653
2020-11-23,0.691
2020-11-24,0.718
2020-11-25,0.713
2020-11-26,0.691
2020-11-27,0.683
2020-11-30,0.68
2020-12-01,0.737
2020-12-02,0.76
2020-12-03,0.738
2020-12-04,0.798
2020-12-07,0.767
2020-12-08,0.741
2020-12-09,0.751
2020-12-10,0.735
2020-12-11,0.716
2020-12-14,0.714
2020-12-15,0.729
2020-12-16,0.728
2020-12-17,0.743
2020-12-18,0.754
2020-12-21,0.729
2020-12-22,0.703
2020-12-23,0.728
2020-12-24,0.72
2020-12-29,0.713
2020-12-30,0.706
2020-12-31,0.675
2021-01-04,0.677
2021-01-05,0.713
2021-01-06,0.758
2021-01-07,0.794
2021-01-08,0.815
2021-01-11,0.843
2021-01-12,0.841
2021-01-13,0.809
2021-01-14,0.856
2021-01-15,0.805
2021-01-18,0.81
2021-01-19,0.802
2021-01-20,0.83
2021-01-21,0.873
2021-01-22,0.846
2021-01-25,0.813
2021-01-26,0.818
2021-01-27,0.794
2021-01-28,0.814
2021-01-29,0.889
2021-02-01,0.883
2021-02-02,0.905
2021-02-03,0.949
2021-02-04,0.964
2021-02-05,0.999
2021-02-08,1.013
2021-02-09,0.998
2021-02-10,0.988
2021-02-11,1
2021-02-12,1.034
2021-02-16,1.126
2021-02-17,1.11
2021-02-18,1.148
2021-02-19,1.213
2021-02-22,1.231
2021-02-23,1.245
2021-02-24,1.315
2021-02-25,1.466
2021-02-26,1.357
2021-03-01,1.342
2021-03-02,1.325
2021-03-03,1.416
2021-03-04,1.508
2021-03-05,1.502
2021-03-08,1.524
2021-03-09,1.446
2021-03-10,1.411
2021-03-11,1.444
2021-03-12,1.591
2021-03-15,1.543
2021-03-16,1.568
2021-03-17,1.594
2021-03-18,1.607
2021-03-19,1.588
2021-03-22,1.557
2021-03-23,1.49
2021-03-24,1.475
2021-03-25,1.471
2021-03-26,1.501
2021-03-29,1.535
2021-03-30,1.534
2021-03-31,1.561
2021-04-01,1.513
2021-04-05,1.555
2021-04-06,1.488
2021-04-07,1.502
2021-04-08,1.461
2021-04-09,1.5
2021-04-12,1.511
2021-04-13,1.505
2021-04-14,1.528
2021-04-15,1.485
2021-04-16,1.541
2021-04-19,1.555
2021-04-20,1.504
2021-04-21,1.525
2021-04-22,1.514
2021-04-23,1.517
2021-04-26,1.53
2021-04-27,1.559
2021-04-28,1.533
2021-04-29,1.565
2021-04-30,1.546
2021-05-03,1.522
2021-05-04,1.523
2021-05-05,1.519
2021-05-06,1.514
2021-05-07,1.5
2021-05-10,1.518
2021-05-11,1.539
2021-05-12,1.601
2021-05-13,1.569
2021-05-14,1.563
2021-05-17,1.579
2021-05-18,1.564
2021-05-19,1.578
2021-05-20,1.542
2021-05-21,1.543
2021-05-25,1.46
2021-05-26,1.45
2021-05-27,1.49
2021-05-28,1.505
2021-05-31,1.483
2021-06-01,1.492
2021-06-02,1.495
2021-06-03,1.52
2021-06-04,1.456
2021-06-07,1.477
2021-06-08,1.453
2021-06-09,1.411
2021-06-10,1.371
2021-06-11,1.368
2021-06-14,1.387
2021-06-15,1.383
2021-06-16,1.442
2021-06-17,1.394
2021-06-18,1.364
2021-06-21,1.414
2021-06-22,1.407
2021-06-23,1.422
2021-06-24,1.416
2021-06-25,1.459
2021-06-28,1.416
2021-06-29,1.417
2021-06-30,1.388
2021-07-02,1.374
2021-07-05,1.401
2021-07-06,1.317
2021-07-07,1.296
2021-07-08,1.265
2021-07-09,1.329
2021-07-12,1.317
2021-07-13,1.353
2021-07-14,1.294
2021-07-15,1.262
2021-07-16,1.241
2021-07-19,1.147
2021-07-20,1.179
2021-07-21,1.222
2021-07-22,1.204
2021-07-23,1.207
2021-07-26,1.223
2021-07-27,1.17
2021-07-28,1.17
2021-07-29,1.206
2021-07-30,1.203
2021-08-03,1.117
2021-08-04,1.135
2021-08-05,1.176
2021-08-06,1.24
2021-08-09,1.254
2021-08-10,1.272
2021-08-11,1.261
2021-08-12,1.255
2021-08-13,1.184
2021-08-16,1.165
2021-08-17,1.155
2021-08-18,1.155
2021-08-19,1.128
2021-08-20,1.142
2021-08-23,1.167
2021-08-24,1.19
2021-08-25,1.25
2021-08-26,1.24
2021-08-27,1.208
2021-08-30,1.183
2021-08-31,1.218
2021-09-01,1.181
2021-09-02,1.156
2021-09-03,1.188
2021-09-07,1.232
2021-09-08,1.209
2021-09-09,1.176
2021-09-10,1.237
2021-09-13,1.221
2021-09-14,1.172
2021-09-15,1.219
2021-09-16,1.236
2021-09-17,1.282
2021-09-20,1.223
2021-09-21,1.229
2021-09-22,1.214
2021-09-23,1.341
2021-09-24,1.375
2021-09-27,1.411
2021-09-28,1.5
2021-09-29,1.508
2021-10-01,1.471
2021-10-04,1.482
2021-10-05,1.533
2021-10-06,1.509
2021-10-07,1.568
2021-10-08,1.628
2021-10-12,1.622
2021-10-13,1.602
2021-10-14,1.537
2021-10-15,1.584
2021-10-18,1.592
2021-10-19,1.63
2021-10-20,1.648
2021-10-21,1.701
2021-10-22,1.648
2021-10-25,1.653
2021-10-26,1.628
2021-10-27,1.619
2021-10-28,1.673
2021-10-29,1.723
2021-11-01,1.749
2021-11-02,1.724
2021-11-03,1.734
2021-11-04,1.654
2021-11-05,1.588
2021-11-08,1.629
2021-11-09,1.596
2021-11-10,1.697
2021-11-12,1.675
2021-11-15,1.727
2021-11-16,1.779
2021-11-17,1.693
2021-11-18,1.7
2021-11-19,1.661
2021-11-22,1.764
2021-11-23,1.807
2021-11-24,1.783
2021-11-25,1.764
2021-11-26,1.605
2021-11-29,1.614
2021-11-30,1.566
